Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
2-classic-zinc-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Small-Zinc-Grinder-Display.png,4,,,,,,,,,,,,,,,,,,,,,,,
2-5-mushroom-grinder,2.5″ MUSHROOM GRINDER,"<div class=""wc-tab-inner wd-entry-content"">
													

<p>2.5″ Metal Grinder</p>
<p>Mushroom</p>
<p>5 Piece</p>
<p>Scraper</p>
<p>Brush</p>
<p>Multiple Colors Available</p>
<p>&nbsp;</p>
<p>Please Contact Us For Current Availability</p>
											</div>
<!-- WYN_METADATA
Categories_URL=https://wyndistribution.com/best-selling-products/, https://wyndistribution.com/product-category/grinders/
URL=https://wyndistribution.com/wyn-shop/product/2-5-mushroom-grinder/
Product_URL=https://wyndistribution.com/wyn-shop/product/2-5-mushroom-grinder/
Category=Grinders
Category_URL=https://wyndistribution.com/product-category/grinders/
Categories=Category: Grinders
Stock=30
RawPrice=$10.00
-->",What You Need,,Grinders,"source:wyn, category:grinders, wyn_category:grinders",true,Title,Default Title,,,,,,,,ALG106,0.0,,deny,manual,10.00,,true,true,,,,,,https://wyndistribution.com/wp-content/uploads/2025/04/Mushroom-Grinder-6-Colors.png,1,2.5″ MUSHROOM GRINDER,false,2.5″ MUSHROOM GRINDER,2.5″ Metal Grinder Mushroom 5 Piece Scraper Brush Multiple Colors Available Please Contact Us For Current Availability,,,,,,,,,,,,,,,,lb,,20.00,active
2-5-mushroom-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2024/11/Mushroom-Grinder-Blue.png,2,,,,,,,,,,,,,,,,,,,,,,,
2-5-mushroom-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2024/11/Mushroom-Grinder-Pink.png,3,,,,,,,,,,,,,,,,,,,,,,,
2-5-mushroom-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2024/11/Mushroom-Grinder-Purple.png,4,,,,,,,,,,,,,,,,,,,,,,,
2-5-mushroom-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2024/11/Mushroom-Grinder-Red.png,5,,,,,,,,,,,,,,,,,,,,,,,
2-5-mushroom-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2024/11/Mushroom-Grinders-Mix.png,6,,,,,,,,,,,,,,,,,,,,,,,
25-aluminum-bolt-grinder,2.5″ ALUMINUM BOLT GRINDER,"<p>The 2.5"" Aluminum Bolt Grinder is a 5-piece herb grinder built for heavy rollers and home-base smokers who want smooth, consistent grind and maximum kief catch. At 2.5 inches (63.5mm) across, it hits that sweet spot between pocketable and big enough to prep multiple bowls or cones in one go. The lightning bolt cutouts aren't just a vibe—they give you real grip when you're grinding sticky flower.</p>

<h2>Why You'll Actually Use This Every Day</h2>
<ul>
<li>
<strong>Grinds enough for the whole sesh</strong> — 2.5 inch (63.5mm) diameter gives you plenty of surface area to prep multiple bowls or a few fat joints at once.</li>
<li>
<strong>Smoother pulls, better burn</strong> — Consistent grind from the aluminum teeth means your flower packs evenly and doesn't clog up your piece.</li>
<li>
<strong>Save every last crystal</strong> — 5-piece design with a dedicated kief chamber and scoop keeps all that good stuff from going to waste.</li>
<li>
<strong>Built to be dropped</strong> — Solid aluminum body can handle getting tossed in a backpack, dropped on the coffee table, and used daily without falling apart.</li>
<li>
<strong>Easy to twist, even sticky</strong> — The bold lightning bolt design doubles as a natural grip so you're not fighting the lid with resin on your hands.</li>
<li>
<strong>Dialed-in for home setups</strong> — Large enough to be your main grinder, but compact enough to stash away when company comes over.</li>
</ul>

<h2>Best For</h2>
<p>This grinder is made for people who grind a few times a day and don't want to baby their gear. If you're rolling multiple joints or packing bowls for the crew, the 2.5"" Aluminum Bolt Grinder has enough capacity to keep up without feeling bulky. It also hits that sweet spot for anyone who has upgraded to a solid daily driver pipe or rig and wants their prep tools to feel just as dialed as their <a href=""https://oilslickpad.com/collections/smoke-shop-products"">smoke shop gear</a>.</p>

<h2>The Basics: How to Use It</h2>
<p>Pop the top section off and load your herb into the toothy grinding chamber, then set the lid back on and twist it back and forth until everything feels smooth and resistance drops. Ground material will fall through the holes into the middle chamber, ready for packing or rolling.</p>
<p>Below that, the fine screen lets only the smallest trichomes drop into the bottom kief compartment over time. When you're ready for a booster, crack open that last piece and use the integrated scoop to top a bowl, crown a joint, or stash some for a special occasion. If you like keeping your prep area spotless, parking this on a <a href=""https://oilslickpad.com/collections/dabbing"">dab mat</a> helps catch any stray crumbs.</p>
<p>When things start to feel sticky, you can unscrew the sections, tap out loose material, and give it a quick wipe so it keeps spinning smoothly. No need to overcomplicate it—this is a workhorse grinder meant to be used, not babied.</p>

<h2>Specifications</h2>
<table>
<tr>
<th>Category</th>
<td>Herb grinder</td>
</tr>
<tr>
<th>Material</th>
<td>Aluminum</td>
</tr>
<tr>
<th>Diameter</th>
<td>2.5 inches (63.5mm)</td>
</tr>
<tr>
<th>Construction</th>
<td>5-piece</td>
</tr>
</table>

<h2>Fit &amp; Everyday Use</h2>
<p>At 2.5 inches (63.5mm), this grinder is big enough to live on your coffee table as a mainstay, but still compact enough to toss into a bag or stash box without taking over the whole space. It pairs naturally with anything from small hand pipes to larger pieces, and works especially well if you like to pre-grind a bit and keep it ready in jars. If you're the type who keeps different strains on deck, matching each one with its own grinder and a set of <a href=""https://oilslickpad.com/collections/concentrate-jars"">glass concentrate jars</a> or stash jars keeps everything organized and fresh.</p>

<h2>Care &amp; Cleaning</h2>
<p>Let any stuck material dry out a bit first, then gently tap the grinder over a surface to knock loose crumbs from the teeth and screens. For deeper refreshes, wipe metal surfaces with a little isopropyl alcohol, then rinse and dry fully before grinding again so everything spins smoothly. If you're the “super clean station” type, pairing this with some dedicated storage from our <a href=""https://oilslickpad.com/collections/storage-packaging"">storage &amp; packaging</a> lineup keeps smells and residue under control.</p>

<h2>FAQ</h2>
<ul>
<li>
<strong>Is 2.5"" too big to carry around?</strong><br>
No, 2.5 inches (63.5mm) is very manageable for bags and backpacks. It's a bit large for tight jeans pockets but perfect for anyone who keeps their setup in a small case, stash box, or backpack.</li>
<li>
<strong>How many bowls can I grind at once?</strong><br>
It depends on your bowl size, but the 2.5"" chamber easily handles enough herb for several bowls or a couple of packed cones in one grind. If you like to prep ahead, you can grind a full chamber and transfer it to jars or even pre-rolls stored in <a href=""https://oilslickpad.com/collections/joint-tubes"">joint tubes</a>.</li>
<li>
<strong>Can I use this for really sticky, fresh flower?</strong><br>
Yes, the aluminum teeth and the extra grip from the bolt design help a lot with stickier material. If it starts to feel gummed up over time, a quick wipe-down and dry-off will get it moving smoothly again.</li>
<li>
<strong>Will the teeth dull or break easily?</strong><br>
The aluminum build is designed for regular daily use. As long as you're only grinding plant material and not seeds, stems, or anything extra hard, the teeth should hold up for the long run and stay sharp enough for a fluffy grind.</li>
<li>
<strong>How do I keep the kief screen from clogging?</strong><br>
Every so often, empty the middle chamber, then gently tap or brush the screen from the underside to knock loose any buildup. If it gets really caked, a light isopropyl alcohol wipe followed by a full dry will bring it back. Some people like to tap the screen over a <a href=""https://oilslickpad.com/collections/parchment-papers"">sheet of parchment paper</a> so they can collect anything that falls through.</li>
<li>
<strong>Is this grinder good for a first ""real"" setup?</strong><br>
Definitely. If you're upgrading from a cheap plastic grinder or a tiny travel piece, the 5-piece Bolt Grinder feels like a serious step up. Pair it with a solid piece from our <a href=""https://oilslickpad.com/collections/silicone-smoking-devices"">silicone bongs &amp; rigs</a> lineup and you've got a solid, durable home base that's hard to break.</li>
<li>
<strong>What's the benefit of 5 pieces vs 3 pieces?</strong><br>
A 5-piece setup gives you an extra level of separation and kief collection. You get a main grinding chamber, a ground herb catch, a screen, and a dedicated kief chamber below that. Over time, that bottom layer builds up a nice stash that you can scoop out and sprinkle over bowls, or save for those “end-of-the-week” reward seshes. If you like fine-tuning your setup, you can also combine this with other prep tools from our <a href=""https://oilslickpad.com/collections/accessories"">accessories</a> collection.</li>
</ul>
<!-- WYN_METADATA
Categories_URL=https://wyndistribution.com/best-selling-products/, https://wyndistribution.com/product-category/grinders/
URL=https://wyndistribution.com/wyn-shop/product/2-5-aluminum-bolt-grinder/
Product_URL=https://wyndistribution.com/wyn-shop/product/2-5-aluminum-bolt-grinder/
Category=Grinders
Category_URL=https://wyndistribution.com/product-category/grinders/
Categories=Category: Grinders
Stock=68
RawPrice=$10.00
VariantsRaw=QTY					 									 			 			 				 				1  							,  				12 Pack with Display
-->",What You Need,,Grinders,"family:grinder, length:2.5in, material:metal, pillar:accessory, use:preparation",true,QTY,1,,,,,,,,ALG081-1,0.0,,deny,manual,10.00,,true,true,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Bolt-Grinders-6.png,1,2.5″ ALUMINUM BOLT GRINDER,false,2.5″ ALUMINUM BOLT GRINDER,2.5” Metal Grinder Aluminum Lightning Bolt Design 5 Piece Keif Scoop Multiple Colors Available,,,,,,,,,,,,,,,,lb,,20.00,active
25-aluminum-bolt-grinder,,,,,,,,,12 Pack with Display,,,,,,,,ALG081-12PACKWITHDISPLAY,0.0,,deny,manual,10.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,20.00,
25-aluminum-bolt-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Bolt-Grinder-Red.png,2,,,,,,,,,,,,,,,,,,,,,,,
25-aluminum-bolt-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Bolt-Grinder-Yellow.png,3,,,,,,,,,,,,,,,,,,,,,,,
25-aluminum-bolt-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Bolt-Grinder-Green.png,4,,,,,,,,,,,,,,,,,,,,,,,
25-aluminum-bolt-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Bolt-Grinder-Blue.png,5,,,,,,,,,,,,,,,,,,,,,,,
25-aluminum-bolt-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Bolt-Grinder-Purple.png,6,,,,,,,,,,,,,,,,,,,,,,,
25-aluminum-bolt-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Bolt-Grinder-Silver.png,7,,,,,,,,,,,,,,,,,,,,,,,
25-aluminum-bolt-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Bolt-Grinder-Silver-Open.png,8,,,,,,,,,,,,,,,,,,,,,,,
25-aluminum-bolt-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Bolt-Grinder-Mix.png,9,,,,,,,,,,,,,,,,,,,,,,,
25-notched-aluminum-grinder,2.5″ NOTCHED ALUMINUM GRINDER,"<p>The 2.5″ Notched Aluminum Grinder from What You Need is a five-piece herb grinder built for people who grind a lot and actually care about their kief. The notched top and bottom give you real grip even with sticky fingers, and the 2.5 inch (63.5mm) diameter hits that sweet spot between pocketable and “daily driver” size. If you want smoother grinds, easier twists, and a dedicated kief setup without babying your gear, this is the one.</p>

<h2>Key benefits</h2>
<ul>
<li>
<strong>No more slippery twists</strong> — Deep notches on both the lid and base give you solid leverage, even when your hands are resin-covered.</li>
<li>
<strong>Catch and save every crystal</strong> — Multi-layer design with a kief chamber and scoop means your pollen doesn’t just get lost in the teeth.</li>
<li>
<strong>Dialed-in grind consistency</strong> — Precision-milled aluminum teeth break herb down evenly so bowls, cones, and vapes all burn more smoothly.</li>
<li>
<strong>Built to be dropped</strong> — All-aluminum body shrugs off everyday knocks way better than cheap plastic grinders.</li>
<li>
<strong>Less mess on the table</strong> — Five-piece layout keeps herb contained while you grind, tap, and scoop instead of scattering it everywhere.</li>
<li>
<strong>One grinder, full setup</strong> — Between the storage, screen, and scoop, you don’t need extra little jars just to manage your kief.</li>
</ul>

<h2>Best for</h2>
<p>This grinder is made for people who grind daily and are tired of fighting flimsy teeth and sticky lids. If you like keeping a stash of kief for special bowls or topping off joints, the built-in catcher and scoop are going to see a lot of use. It also makes a solid upgrade if you’re pairing it with a durable piece like our <a href=""https://oilslickpad.com/collections/silicone-pipes"">silicone pipes</a> and want a grinder that feels just as tough in the hand.</p>

<h2>How to use it</h2>
<p>The basics are simple: load your herb into the tooth chamber, close it up, and twist the notched lid against the notched base. The notches aren’t just for looks — they give you way more control so you’re not wrenching on the top when your grinder gets a little sticky.</p>
<p>Ground material drops down into the middle chamber, where you can tap it out into a bowl, paper, or onto a <a href=""https://oilslickpad.com/collections/dabbing"">dab mat</a> if you like keeping your surface clean and crumb-free. As you keep using it, fine particles sift through the screen and collect in the bottom kief compartment.</p>
<p>When you’re ready to tap into the good stuff, use the included scoop to pull kief from the bottom section. You can sprinkle it onto a bowl, mix it into a roll, or stash it away in one of our heavy-bottom <a href=""https://oilslickpad.com/collections/glass-jars-extract-packaging"">glass jars</a> if you’re saving up for a special sesh.</p>
<p>For cleaning, just empty out any herb, let sticky parts dry, then brush or wipe off residue. For deeper cleans, a quick soak of the metal sections in isopropyl alcohol, followed by a rinse and full dry, keeps everything turning smoothly.</p>

<h2>Specifications</h2>
<table>
<tr>
<th>Brand</th>
<td>What You Need</td>
</tr>
<tr>
<th>Category</th>
<td>Grinder</td>
</tr>
<tr>
<th>Material</th>
<td>Aluminum</td>
</tr>
<tr>
<th>Diameter</th>
<td>2.5 inches (63.5mm)</td>
</tr>
<tr>
<th>Pieces</th>
<td>5-piece construction</td>
</tr>
<tr>
<th>Grip style</th>
<td>Notched top and bottom</td>
</tr>
<tr>
<th>Included tool</th>
<td>Kief scoop</td>
</tr>
</table>

<h2>What you get</h2>
<ul>
<li>1 × 2.5″ Notched Aluminum Grinder (five-piece)</li>
<li>1 × Kief scoop tool</li>
</ul>

<h2>Fit &amp; usability notes</h2>
<p>At 2.5 inches (63.5mm), this grinder feels substantial but still packs easily into a bag or case with the rest of your <a href=""https://oilslickpad.com/collections/smoke-shop-products"">smoke shop gear</a>. It’s a good size if you’re grinding for yourself plus a friend or two — big enough to handle multiple bowls, but not a bulky puck in your pocket.</p>
<p>The multi-piece stack screws together smoothly when clean. If you’re the type who likes ultra-fluffy grinds, you can give it a few extra twists; if you prefer a little chunk left, back off sooner. The screen and kief catcher will do their thing in the background while you use it however you like.</p>

<h2>FAQ</h2>
<ol>
<li>
<strong>Is this grinder good for everyday use?</strong><br>
Yes — it’s designed as a daily driver. The aluminum body holds up well to regular grinding, pocket carry, and being tossed on the table next to your papers or <a href=""https://oilslickpad.com/collections/joint-tubes"">joint tubes</a> without feeling delicate.
</li>
<li>
<strong>Does it have a kief catcher and screen?</strong><br>
It does. The 2.5″ Notched Aluminum Grinder is a five-piece setup with a main grinding chamber, a middle storage layer, and a bottom kief catcher separated by a fine screen, plus a scoop to collect what builds up down there.
</li>
<li>
<strong>Can I use this for small amounts or is it only for big grinds?</strong><br>
You can do both. The 2.5 inch (63.5mm) size gives you room for bigger loads when you’re grinding for a few heads, but it still works just fine with a single bowl’s worth if you’re keeping things light.
</li>
<li>
<strong>How do I clean the grinder?</strong><br>
Start by emptying all the chambers and brushing out the teeth and screen. For stubborn buildup, remove the metal sections and soak them briefly in isopropyl alcohol, then rinse with water and let everything dry fully before putting it back together.
</li>
<li>
<strong>Will the aluminum affect the taste of my herb?</strong><br>
No, the aluminum is there for strength and precision machining. Once your herb is ground, it’s not sitting in there long — you’re popping it right into your piece, papers, or a storage option like our reusable <a href=""https://oilslickpad.com/collections/storage-packaging"">storage &amp; packaging</a> containers if you’re getting things ready ahead of time.
</li>
<li>
<strong>How does this compare to a basic 2-piece grinder?</strong><br>
A 2-piece is fine if you just want something super simple, but this five-piece gives you way more control and payoff. You get a dedicated kief catcher, a screen to separate fine material, and easier access to your ground herb without it getting packed into the teeth.</li>
<li>
<strong>Is this a good gift for someone who already has a grinder?</strong><br>
If they’re using a cheap plastic grinder or a tiny metal one with no kief chamber, this is a real upgrade. The notched grip, aluminum body, and multi-piece layout feel a lot more “serious setup,” especially paired with a nice rig or <a href=""https://oilslickpad.com/collections/nectar-collectors-straws"">nectar collector</a> in their kit.</li>
</ol>
<!-- WYN_METADATA
Categories_URL=https://wyndistribution.com/best-selling-products/, https://wyndistribution.com/product-category/grinders/
URL=https://wyndistribution.com/wyn-shop/product/2-5-notched-aluminum-grinder/
Product_URL=https://wyndistribution.com/wyn-shop/product/2-5-notched-aluminum-grinder/
Category=Grinders
Category_URL=https://wyndistribution.com/product-category/grinders/
Categories=Category: Grinders
Stock=324
RawPrice=$10.00
VariantsRaw=QTY					 									 			 			 				 				1  							,  				6 Pack with Display
-->",What You Need,,Grinders,"family:grinder, length:2.5in, material:metal, pillar:accessory, use:preparation",true,QTY,1,,,,,,,,ALG025-1,0.0,,deny,manual,10.00,,true,true,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Large-Notched-Grinder-Mix.png.5.png,1,2.5″ NOTCHED ALUMINUM GRINDER,false,2.5″ NOTCHED ALUMINUM GRINDER,2.5” Metal Grinder Aluminum Notches on Top and Bottom 5 Piece Keif Scoop Multiple Colors Available,,,,,,,,,,,,,,,,lb,,20.00,active
25-notched-aluminum-grinder,,,,,,,,,6 Pack with Display,,,,,,,,ALG025-6PACKWITHDISPLAY,0.0,,deny,manual,10.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,20.00,
25-notched-aluminum-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Large-Notched-Grinder-Green.png,2,,,,,,,,,,,,,,,,,,,,,,,
25-notched-aluminum-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Large-Notched-Grinder-Black.png,3,,,,,,,,,,,,,,,,,,,,,,,
25-notched-aluminum-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Large-Notched-Grinder-Blue.png,4,,,,,,,,,,,,,,,,,,,,,,,
25-notched-aluminum-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Large-Notched-Grinder-Pink.png,5,,,,,,,,,,,,,,,,,,,,,,,
25-notched-aluminum-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Large-Notched-Grinder-Purple.png,6,,,,,,,,,,,,,,,,,,,,,,,
3-joint-paper-dispenser-grinder,3″ JOINT PAPER DISPENSER GRINDER,"<div class=""wc-tab-inner wd-entry-content"">
													

<p class="""" data-pm-slice=""1 1 []"">3” Metal Grinder</p>
<p class="""">Holds 1 1/4 Joint Papers on Top</p>
<p class="""">Coarse Grind</p>
<p class="""">5 Piece</p>
<p class="""">Keif Scoop</p>
<p class="""">Multiple Colors Available</p>
<p class="""">Please Contact Us For Current Availability</p>
											</div>
<!-- WYN_METADATA
Categories_URL=https://wyndistribution.com/best-selling-products/, https://wyndistribution.com/product-category/grinders/
URL=https://wyndistribution.com/wyn-shop/product/3-joint-paper-dispenser-grinder/
Product_URL=https://wyndistribution.com/wyn-shop/product/3-joint-paper-dispenser-grinder/
Category=Grinders
Category_URL=https://wyndistribution.com/product-category/grinders/
Categories=Category: Grinders
Stock=192
RawPrice=$15.00
-->",What You Need,,Grinders,"source:wyn, category:grinders, wyn_category:grinders",true,Title,Default Title,,,,,,,,ALG001,0.0,,deny,manual,15.00,,true,true,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Joint-Paper-Grinder.png,1,3″ JOINT PAPER DISPENSER GRINDER,false,3″ JOINT PAPER DISPENSER GRINDER,3” Metal Grinder Holds 1 1/4 Joint Papers on Top Coarse Grind 5 Piece Keif Scoop Multiple Colors Available Please Contact Us For Current Availability,,,,,,,,,,,,,,,,lb,,30.00,active
3-joint-paper-dispenser-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Joint-Paper-Grinder-Red.png,2,,,,,,,,,,,,,,,,,,,,,,,
3-joint-paper-dispenser-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Joint-Paper-Grinder-Gold.png,3,,,,,,,,,,,,,,,,,,,,,,,
3-joint-paper-dispenser-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Joint-Paper-Grinder-Green.png,4,,,,,,,,,,,,,,,,,,,,,,,
3-joint-paper-dispenser-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Joint-Paper-Grinder-Blue.png,5,,,,,,,,,,,,,,,,,,,,,,,
3-joint-paper-dispenser-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Joint-Paper-Grinder-Pink.png,6,,,,,,,,,,,,,,,,,,,,,,,
3-joint-paper-dispenser-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Joint-Paper-Grinder-Silver.png,7,,,,,,,,,,,,,,,,,,,,,,,
3-joint-paper-dispenser-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Joint-Paper-Grinder-Open.png,8,,,,,,,,,,,,,,,,,,,,,,,
3-joint-paper-dispenser-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/Joint-Paper-Grinder-Silver-Open.png,9,,,,,,,,,,,,,,,,,,,,,,,
4-xl-grinder,4″ XL GRINDER,"<div class=""wc-tab-inner wd-entry-content"">
													

<p class="""" data-pm-slice=""1 1 []"">4” Metal Grinder</p>
<p class="""">Largest Grinder We Sell</p>
<p class="""">Coarse Grind</p>
<p class="""">5 Piece</p>
<p class="""">Keif Scoop</p>
<p class="""">Multiple Colors Available</p>
<p class="""">Please Contact Us For Current Availability</p>
											</div>
<!-- WYN_METADATA
Categories_URL=https://wyndistribution.com/best-selling-products/, https://wyndistribution.com/product-category/grinders/
URL=https://wyndistribution.com/wyn-shop/product/4-xl-grinder/
Product_URL=https://wyndistribution.com/wyn-shop/product/4-xl-grinder/
Category=Grinders
Category_URL=https://wyndistribution.com/product-category/grinders/
Categories=Category: Grinders
Stock=95
RawPrice=$20.00
-->",What You Need,,Grinders,"source:wyn, category:grinders, wyn_category:grinders",true,Title,Default Title,,,,,,,,ALG041,0.0,,deny,manual,20.00,,true,true,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/XXL-Grinder.png,1,4″ XL GRINDER,false,4″ XL GRINDER,4” Metal Grinder Largest Grinder We Sell Coarse Grind 5 Piece Keif Scoop Multiple Colors Available Please Contact Us For Current Availability,,,,,,,,,,,,,,,,lb,,40.00,active
4-xl-grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2023/06/XXL-Grinder-Red.png,2,,,,,,,,,,,,,,,,,,,,,,,
4-5-rasta-wave-line-hand-pipe,4.5″ RASTA WAVE LINE HAND PIPE,"<div class=""wc-tab-inner wd-entry-content"">
													

<p>4.5″ Glass Hand Pipe</p>
<p>Rasta Wave Line</p>
<p>&nbsp;</p>
<p>Please Contact Us For Current Availability</p>
											</div>
<!-- WYN_METADATA
Categories_URL=https://wyndistribution.com/best-selling-products/, https://wyndistribution.com/product-category/hand-pipes/
URL=https://wyndistribution.com/wyn-shop/product/4-5-rasta-wave-line-hand-pipe/
Product_URL=https://wyndistribution.com/wyn-shop/product/4-5-rasta-wave-line-hand-pipe/
Category=Hand Pipes
Category_URL=https://wyndistribution.com/product-category/hand-pipes/
Categories=Category: Hand Pipes
Stock=40
RawPrice=$5.00
-->",What You Need,,Hand Pipes,"source:wyn, category:hand-pipes, wyn_category:hand-pipes",true,Title,Default Title,,,,,,,,HP-1132,0.0,,deny,manual,5.00,,true,true,,,,,,https://wyndistribution.com/wp-content/uploads/2026/01/HP-1132-Hand-Pipes.png,1,4.5″ RASTA WAVE LINE HAND PIPE,false,4.5″ RASTA WAVE LINE HAND PIPE,4.5″ Glass Hand Pipe Rasta Wave Line Please Contact Us For Current Availability,,,,,,,,,,,,,,,,lb,,10.00,active
4-5-rasta-wave-line-hand-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2026/01/HP-1132-Pipe.png,2,,,,,,,,,,,,,,,,,,,,,,,
4-5-rasta-wave-line-hand-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2026/01/HP-1132-Hand-Pipe.png,3,,,,,,,,,,,,,,,,,,,,,,,
4-5-rasta-wave-line-hand-pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://wyndistribution.com/wp-content/uploads/2026/01/HP-1132-Weed-Pipe.png,4,,,,,,,,,,,,,,,,,,,,,,,
4-decal-wrap-hand-pipe,4″ DECAL WRAP HAND PIPE,"<div class=""wc-tab-inner wd-entry-content"">
													

<p>4″ Glass Hand Pipe</p>
<p>Decal Wrap</p>
<p>Multiple Wraps Available</p>
<p>&nbsp;</p>
<p>Please Contact Us For Current Availability</p>
											</div>
<!-- WYN_METADATA
Categories_URL=https://wyndistribution.com/best-selling-products/, https://wyndistribution.com/product-category/hand-pipes/
URL=https://wyndistribution.com/wyn-shop/product/4-decal-wrap-hand-pipe/
Product_URL=https://wyndistribution.com/wyn-shop/product/4-decal-wrap-hand-pipe/
Category=Hand Pipes
Category_URL=https://wyndistribution.com/product-category/hand-pipes/
Categories=Category: Hand Pipes
Stock=15
RawPrice=$7.50
-->",What You Need,,Hand Pipes,"source:wyn, category:hand-pipes, wyn_category:hand-pipes",true,Title,Default Title,,,,,,,,GHP2459,0.0,,deny,manual,7.50,,true,true,,,,,,https://wyndistribution.com/wp-content/uploads/2026/01/GHP2459-Hand-Pipes.png,1,4″ DECAL WRAP HAND PIPE,false,4″ DECAL WRAP HAND PIPE,4″ Glass Hand Pipe Decal Wrap Multiple Wraps Available Please Contact Us For Current Availability,,,,,,,,,,,,,,,,lb,,15.00,active
